C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_101.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_101.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_101.jpg,0,0.1902906,0,0.1028098
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_169.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_169.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_169.jpg,0,0.3686448,0,0.3044651
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_236.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_236.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_236.jpg,0,0.608239,0,0.7639048
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_304.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_304.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_304.jpg,0,0.7869263,0,1.267146
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_371.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_371.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_371.jpg,0,1,0,2.161705
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_440.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_440.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_440.jpg,0,1,0,2.869017
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_508.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_508.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_508.jpg,0,1,0,3.571211
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_576.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_576.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_576.jpg,0,1,0,4.510324
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_644.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_644.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_644.jpg,0,1,0,5.208092
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_713.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_713.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_713.jpg,0,1,0,6.132269
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_780.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_780.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_780.jpg,0,1,0,6.820572
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_850.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_850.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_850.jpg,0,1,0,7.732242
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_917.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_917.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_917.jpg,0,1,0,8.411226
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_04_987.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_04_987.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_04_987.jpg,0,1,0,9.086273
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_058.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_058.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_058.jpg,0,1,0,9.980264
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_126.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_126.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_126.jpg,0,1,0,10.64616
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_193.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_193.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_193.jpg,0,1,0,11.62672
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_262.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_262.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_262.jpg,0,1,0,11.9371
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_332.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_332.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_332.jpg,0,1,0,13.08291
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_403.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_403.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_403.jpg,0,1,0,13.79199
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_473.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_473.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_473.jpg,0,1,0,14.6449
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_541.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_541.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_541.jpg,0,1,0,15.03978
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_611.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_611.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_611.jpg,0,1,0,15.90053
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_678.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_678.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_678.jpg,0,1,0,16.78293
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_747.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_747.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_747.jpg,0,1,0,17.18659
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_817.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_817.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_817.jpg,0,1,0,18.03636
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_887.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_887.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_887.jpg,0,1,0,18.82652
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_05_955.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_05_955.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_05_955.jpg,0,1,0,19.63131
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_022.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_022.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_022.jpg,0,1,0,20.12283
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_090.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_090.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_090.jpg,0,1,0,20.94412
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_157.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_157.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_157.jpg,0,1,0,21.61434
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_226.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_226.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_226.jpg,0,1,0,22.16155
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_297.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_297.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_297.jpg,0,1,0,22.96125
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_364.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_364.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_364.jpg,0,1,0,23.56353
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_434.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_434.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_434.jpg,0,1,0,24.33808
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_501.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_501.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_501.jpg,0,1,0,24.91549
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_570.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_570.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_570.jpg,0,1,0,25.49168
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_638.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_638.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_638.jpg,0,1,0,26.25398
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_706.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_706.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_706.jpg,0,1,0,26.8217
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_773.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_773.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_773.jpg,0,1,0,27.5732
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_840.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_840.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_840.jpg,-0.1,1,0,28.12971
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_909.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_909.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_909.jpg,-0.25,1,0,28.65579
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_06_977.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_06_977.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_06_977.jpg,0,1,0,29.38858
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_045.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_045.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_045.jpg,0,1,0,29.93665
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_112.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_112.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_112.jpg,0,1,0,30.1904
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_180.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_180.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_180.jpg,0,1,0,30.1903
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_249.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_249.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_249.jpg,0,1,0,30.19014
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_317.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_317.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_317.jpg,0,1,0,30.19029
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_384.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_384.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_384.jpg,0,1,0,30.19035
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_453.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_453.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_453.jpg,0,1,0,30.19024
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_521.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_521.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_521.jpg,0,1,0,30.19024
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_589.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_589.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_589.jpg,0,1,0,30.19023
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_657.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_657.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_657.jpg,0,1,0,30.19029
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_726.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_726.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_726.jpg,0,1,0,30.19021
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_796.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_796.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_796.jpg,0,1,0,30.19026
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_864.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_864.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_864.jpg,0,1,0,30.1903
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_930.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_930.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_930.jpg,0.2,1,0,30.17984
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_07_999.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_07_999.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_07_999.jpg,0.35,1,0,30.16352
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_066.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_066.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_066.jpg,0.5000001,1,0,30.1454
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_136.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_136.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_136.jpg,0,1,0,29.59663
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_206.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_206.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_206.jpg,0,1,0,30.20291
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_273.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_273.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_273.jpg,0,1,0,28.81396
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_340.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_340.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_340.jpg,0,1,0,28.80033
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_409.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_409.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_409.jpg,0.15,1,0,28.0376
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_479.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_479.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_479.jpg,0.35,1,0,27.92715
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_546.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_546.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_546.jpg,0.5000001,1,0,27.67057
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_616.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_616.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_616.jpg,0.7,1,0,27.6372
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_684.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_684.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_684.jpg,0.8500001,1,0,27.69538
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_752.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_752.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_752.jpg,1,1,0,27.88004
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_819.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_819.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_819.jpg,0,1,0,27.84509
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_886.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_886.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_886.jpg,0,1,0,28.31496
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_08_954.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_08_954.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_08_954.jpg,0,1,0,28.76899
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_022.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_022.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_022.jpg,-0.05,1,0,29.11441
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_090.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_090.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_090.jpg,-0.25,1,0,29.39709
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_156.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_156.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_156.jpg,-0.4,1,0,29.53044
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_224.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_224.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_224.jpg,-0.5500001,1,0,29.4739
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_291.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_291.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_291.jpg,0,1,0,29.74535
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_359.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_359.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_359.jpg,0,1,0,29.92439
C:\Users\°ûµÎÆÈ\Desktop\IMG\center_2022_06_09_10_54_09_426.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\left_2022_06_09_10_54_09_426.jpg,C:\Users\°ûµÎÆÈ\Desktop\IMG\right_2022_06_09_10_54_09_426.jpg,0,1,0,29.61576
